Application Name;Application Version;Application Publisher;Application Uninstall
Heidelberg Eye Explorer License Manager;3.1;Heidelberg Engineering GmbH;"""C:\Program Files (x86)\Heidelberg Eye Explorer License Manager\unins000.exe"" /SILENT"
Heidelberg Spectralis Family Module;;;"""C:\windows\IsUninst.exe"" -fC:\HEYEX\plugins\hra2.isu"
HIDeGalaxTouch;2.10.0.4018;HIDeGalaxTouch;"""C:\Program Files\InstallShield Installation Information\{C6A750AE-6029-4435-9A8D-06507AA46798}\setup.exe"" -runfromtemp -l0x0009 -removeonly"
HL-5450DN;1.0.2.0;Brother Industries, Ltd.;"""C:\Program Files (x86)\InstallShield Installation Information\{7171B206-5C5A-4B7F-B9E1-1F1827FC769F}\Setup.exe""  -runfromtemp -l0x040c UNINSTALL Reg=BL-PRT -removeonly"
Honeywell InterDriver;7.3.8.4;Intermec;"""C:\Program Files (x86)\InstallShield Installation Information\{E1710289-D23A-441B-B1BD-A70B5022FB0F}\setup.exe"" -runfromtemp -l0x040c  -removeonly"
Honeywell InterDriver;7.3.8.4;Intermec;"""C:\Program Files\InstallShield Installation Information\{E1710289-D23A-441B-B1BD-A70B5022FB0F}\setup.exe"" -runfromtemp -l0x040c  -removeonly"
Honeywell PrintSet 5;5.5.0.7;Honeywell;"""C:\Program Files\InstallShield Installation Information\{D21B8542-B5CD-40CA-8BD6-4766EDE6461C}\setup.exe"" -runfromtemp -l0x040c  -removeonly"
HookUp 2;2.10.0000;Sorin CRM SAS;MsiExec.exe /qn /norestart /X{7D087A5F-1DCE-4644-8322-3F958DEA66F5}
HP 3D DriveGuard;5.1.12.1;Hewlett-Packard Company;MsiExec.exe /qn /norestart /X{04D15A34-3E04-4F41-9424-03FC054A5217}
HP 3D DriveGuard;6.0.19.1;Hewlett-Packard Company;MsiExec.exe /qn /norestart /X{13133E99-B0D5-4143-B832-AAD55C62A41C}
HP 3D DriveGuard;6.0.28.1;Hewlett-Packard Company;MsiExec.exe /qn /norestart /X{E8D0E2B8-B64B-44BC-8E01-00DDACBDF78A}
HP Camera Driver;3.4.8.48;SunplusIT;"""C:\Program Files\HP Camera Driver\uninstall.exe"""
HP Designjet 4020 and 4520 Printer Series;;Hewlett-Packard Co.;"""C:\Program Files (x86)\Hewlett-Packard\Install Engines\HP Designjet 4020 and 4520 Printer Series\setup.exe"" /x"
HP DesignJet Utility;4.3.1.4099;HP Inc.;MsiExec.exe /qn /norestart /X{BDA6F49C-A700-481A-9854-74AE2E34E1D1}
HP Documentation;1.0.0.1;Hewlett-Packard;MsiExec.exe /qn /norestart /X{FC34BD4D-4FD6-4E43-9879-EB6CC2002A59}
HP Dropbox Plugin;36.0.31.53050;Hewlett-Packard Co.;MsiExec.exe /qn /norestart /X{184656B1-F08A-4ABC-B12B-53BA401014CB}
HP Dropbox Plugin;36.0.41.58587;HP;MsiExec.exe /qn /norestart /X{6401399A-F5DA-4C04-87AA-E8107DF00751}
HP ENVY 4520 series Aide;36.0.0;Hewlett Packard;MsiExec.exe /qn /norestart /X{D9C0AB86-384B-49FF-A667-717724F07740}
HP ESU for Microsoft Windows 7;2.8.1;Hewlett-Packard Company;MsiExec.exe /qn /norestart /X{A5760B8B-AC5F-4221-B905-9926DEF26632}
HP ESU for Microsoft Windows 7;3.3.1;Hewlett-Packard Company;MsiExec.exe /qn /norestart /X{B9947FC1-4DC3-43CC-8106-8C9E43D6F349}
HP Google Drive Plugin;36.0.31.53050;Hewlett-Packard Co.;MsiExec.exe /qn /norestart /X{9A000AD8-874B-416B-81E6-9DC47347C424}
HP Google Drive Plugin;36.0.41.58587;HP;MsiExec.exe /qn /norestart /X{63BCC696-0FB4-4E9C-8144-2DA4F248FC17}
HP HD Webcam Driver;6.0.1113.1_WHQL;Sonix;"""C:\Program Files (x86)\InstallShield Installation Information\{399C37FB-08AF-493B-BFED-20FBD85EDF7F}\setup.exe"" -runfromtemp -l0x040c  -removeonly"
HP HD Webcam Driver;6.2.9200.10242;Realtek Semiconductor Corp.;"""C:\Program Files\InstallShield Installation Information\{E0A7ED39-8CD6-4351-93C3-69CCA00D12B4}\setup.exe"" -runfromtemp -removeonly"
HP Hotkey Support;5.0.20.1;Hewlett-Packard Company;MsiExec.exe /qn /norestart /X{C807BEFB-0F17-41AC-B307-D7B5E1553040}
HP Hotkey Support;6.2.29.1;HP;MsiExec.exe /qn /norestart /X{E4235A4C-8082-4A68-923E-B037F8529DE7}
HP OfficeJet Pro 7740 series Aide;39.0.0;HP;MsiExec.exe /qn /norestart /X{4CD8DBA0-F9EE-4EDC-BD84-B4ECD712CDB9}
HP Photo Creations;1.0.0.9572;HP;"""C:\Program Files (x86)\HP Photo Creations\uninst.exe"""
HP Setup;9.1.15453.4066;Hewlett-Packard Company;MsiExec.exe /qn /norestart /X{438363A8-F486-4C37-834C-4955773CB3D3}
HP SoftPaq Download Manager;3.4.6.0;Hewlett-Packard Company;MsiExec.exe /qn /norestart /X{B50981AD-95E8-4E4D-912A-7C4B738387CA}
HP SoftPaq Download Manager;4.0.0.0;Hewlett-Packard Company;MsiExec.exe /qn /norestart /X{f41e84dd-bf67-4276-a972-df8f69ff28b6}
HP Software Setup;9.0.1;HP;MsiExec.exe /qn /norestart /X{83421C73-4679-40F0-B590-20846CB893E0}
HP Support Assistant;8.0.29.6;Hewlett-Packard Company;"""C:\Program Files (x86)\InstallShield Installation Information\{61EB474B-67A6-47F4-B1B7-386851BAB3D0}\setup.exe"" -runfromtemp -l0x0409  -removeonly"
HP Support Solutions Framework;11.51.0049;Hewlett-Packard Company;MsiExec.exe /qn /norestart /X{FC3C2B77-6800-48C6-A15D-9D1031130C16}
HP Support Solutions Framework;12.0.26.62;Hewlett-Packard Company;MsiExec.exe /qn /norestart /X{D7D5F438-26EF-45AB-AB89-C476FBCF8584}
HP Support Solutions Framework;12.8.47.1;HP Inc.;MsiExec.exe /qn /norestart /X{1E7FD6C6-0112-4BDA-A488-C6245E105BFB}
HP System Default Settings;3.1.1;HP;MsiExec.exe /qn /norestart /X{FF94262A-A307-4D6A-AD8A-9D814A93E344}
HP Universal Camera Driver;6.0.1114.12_WHQL;Sonix;"""C:\Program Files (x86)\InstallShield Installation Information\{399C37FB-08AF-493B-BFED-20FBD85EDF7F}\Temp.exe"" -runfromtemp -l0x0409  -removeonly"
HP Update;5.005.002.002;Hewlett-Packard;MsiExec.exe /qn /norestart /X{912D30CF-F39E-4B31-AD9A-123C6B794EE2}
HP Wireless Button Driver;1.1.8.22;HP;MsiExec.exe /qn /norestart /X{44D04C19-6D43-4151-A2FB-DF2C5C1C1D3C}
HP_DesignJet_THPGL2_ICC_Profiles;1.0.0;Nom de votre société;MsiExec.exe /qn /norestart /X{C5CA3A70-208C-4466-9542-427535C890D8}
HPRemoteGraphics-Receiver;5.4.6.0;Vital Images, Inc.;MsiExec.exe /qn /norestart /X{3B0B105A-B1A5-49D0-AF74-C85C3B3C44B1}
HydroGraph;3.50;HydroGraph;"""C:\Program Files\InstallShield Installation Information\{712F4497-05A4-4F36-953D-8F1C2E18069A}\setup.exe"" -runfromtemp -l0x0409  -removeonly"
I.R.I.S. OCR;12.3.7.0;HP;MsiExec.exe /qn /norestart /X{D5CFF630-2F9B-4EE5-8F2F-EFBDFCE413CC}
IBM Cognos Axiant 4GL Client 3.4G;34.07.142;Cognos;"""C:\Program Files (x86)\InstallShield Installation Information\{2FBA75F7-A541-44A5-9A1D-52ABB28C7F0F}\setup.exe"" -runfromtemp -l0x0009 -removeonly /uninst"
IBM Cognos Axiant 4GL Client 3.4G;34.07.142;Cognos;"""C:\Program Files\InstallShield Installation Information\{2FBA75F7-A541-44A5-9A1D-52ABB28C7F0F}\setup.exe"" -runfromtemp -l0x0009 -removeonly /uninst"
ID'PRINT CHA;1.0.0;IDcapt;MsiExec.exe /qn /norestart /X{9DDD87F5-5D27-4830-B5FE-5E354CDECE93}
iDataFax 2014.1.1;14.0.0;DFNet Research;MsiExec.exe /qn /norestart /X{07D58F8B-1BEB-4CCA-AB5B-FCAA33D8FC08}
IDEAL Administration;2018 - v18.21;Pointdev;"""C:\Program Files (x86)\InstallShield Installation Information\{BAEAA932-8A85-4516-B049-E2E98A60FB7D}\setup.exe"" -runfromtemp -l0x040c -removeonly"
IDEM v2018.1.0.0.0;v2018.1.0.0.0;ATIH;"""C:\Program Files (x86)\ATIH\IDEM\uninst.exe"""
IDL 8.3;8.3.0.0;Exelis Visual Information Solutions, Inc.;"""C:\Program Files\InstallShield Installation Information\{99C51B86-5943-4988-ACFC-B6BBFE3A3EA5}\setup32.exe"" -runfromtemp -l0x0409  -removeonly"
IDL 8.5 and ENVI 5.3, SP1;5.3.1.0;Exelis Visual Information Solutions, Inc., a subsidiary of Harris Corporation;"""C:\Program Files (x86)\InstallShield Installation Information\{57727583-5387-4617-B296-8A06B41F0E27}\setup64.exe"" -runfromtemp -l0x0409  -removeonly"
IDT Audio;1.0.6428.0;IDT;"""C:\Program Files\InstallShield Installation Information\{E3A5A8AB-58F6-45FF-AFCB-C9AE18C05001}\Setup.exe"" -remove -removeonly"
IDT Audio;1.0.6435.0;IDT;"""C:\Program Files (x86)\InstallShield Installation Information\{E3A5A8AB-58F6-45FF-AFCB-C9AE18C05001}\Setup.exe"" -remove -removeonly"
IDT Audio;1.0.6486.0;IDT;"""C:\Program Files\InstallShield Installation Information\{E3A5A8AB-58F6-45FF-AFCB-C9AE18C05001}\Setup.exe"" -remove -removeonly"
ImgBurn;2.5.8.0;LIGHTNING UK!;"""C:\Program Files (x86)\ImgBurn\uninstall.exe"""
Informations de l'UE sur le recyclage des déchets;1.0.0.0;Lexmark International, Inc.;MsiExec.exe /qn /norestart /X{42DF7152-0B7D-7917-4633-94E00C7BE684}
InstaCal for Windows;5.81;Measurement Computing Corporation;MsiExec.exe /qn /norestart /X{236B461D-5BE1-45F9-BBD6-8B774E14AB91}
Installation de Microsoft SQL Server 2008 R2 (Français);10.52.4000.0;Microsoft Corporation;MsiExec.exe /qn /norestart /X{B85D2665-A04F-4D0C-8DA8-891595FD44EF}
InstallFireDriverJ221;1.00.0000;Jenoptik Optical, Systems GmbH;"""C:\PROGRA~2\COMMON~1\INSTAL~1\Driver\7\INTEL3~1\IDriver.exe"" /M{0048D16A-1C8C-4BDD-92FC-DA10B204B7CD}"
Intel AppUp(R) center;3.8.0.41651.58;Intel;"""C:\Program Files (x86)\Intel\IntelAppStore\run_uninstaller.exe"""
Intel(R) C++ Redistributables on Intel(R) 64;13.0.198;Intel Corporation;MsiExec.exe /qn /norestart /X{AA67D612-0BE5-44D6-9A91-592958F754A1}
Intel(R) Control Center;1.2.1.1007;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel Control Center\uninstaller\SetupICC.exe"" -uninstall -force -confirm"
Intel(R) Control Center;1.2.1.1007;Intel Corporation;"""C:\Program Files\Intel\Intel Control Center\uninstaller\SetupICC.exe"" -uninstall -force -confirm"
Intel(R) Control Center;1.2.1.1011;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel Control Center\uninstaller\SetupICC.exe"" -uninstall -force -confirm"
Intel(R) Graphics Media Accelerator Driver;8.14.10.1929;Intel Corporation;"""C:\Windows\system32\igxpun.exe"" -uninstall"
Intel(R) Manageability Engine Firmware Recovery Agent;1.0.0.35132;Intel Corporation;MsiExec.exe /qn /norestart /X{A6C48A9F-694A-4234-B3AA-62590B668927}
Intel(R) Management Engine Components;10.0.30.1072;Intel Corporation;"""C:\ProgramData\Intel\Package Cache\{1CEAC85D-2590-4760-800F-8DE5E91F3700}\Setup.exe"" -uninstall"
Intel(R) Management Engine Components;11.0.0.1163;Intel Corporation;"""C:\ProgramData\Intel\Package Cache\{1CEAC85D-2590-4760-800F-8DE5E91F3700}\Setup.exe"" -uninstall"
Intel(R) Management Engine Components;11.0.0.1167;Intel Corporation;"""C:\ProgramData\Intel\Package Cache\{1CEAC85D-2590-4760-800F-8DE5E91F3700}\Setup.exe"" -uninstall"
Intel(R) Management Engine Components;6.0.0.1179;Intel Corporation;"""C:\Program Files\Intel\Intel(R) Management Engine Components\Uninstall\setup.exe"" -uninstall"
Intel(R) Management Engine Components;7.0.0.1144;Intel Corporation;"""C:\Program Files\Intel\Intel(R) Management Engine Components\Uninstall\setup.exe"" -uninstall"
Intel(R) Management Engine Components;7.1.21.1134;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\Uninstall\setup.exe"" -uninstall"
Intel(R) Management Engine Components;8.0.0.1351;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\Uninstall\setup.exe"" -uninstall"
Intel(R) Management Engine Components;8.0.0.1351;Intel Corporation;"""C:\Program Files\Intel\Intel(R) Management Engine Components\Uninstall\setup.exe"" -uninstall"
Intel(R) Management Engine Components;8.1.30.1349;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\Uninstall\setup.exe"" -uninstall"
Intel(R) Management Engine Components;8.1.30.1349;Intel Corporation;"""C:\Program Files\Intel\Intel(R) Management Engine Components\Uninstall\setup.exe"" -uninstall"
Intel(R) Management Engine Components;9.0.0.1323;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\Uninstall\setup.exe"" -uninstall"
Intel(R) Management Engine Components;9.5.15.1730;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\Uninstall\setup.exe"" -uninstall"
Intel(R) Management Engine Components;9.5.23.1766;Intel Corporation;"""C:\Program Files\Intel\Intel(R) Management Engine Components\Uninstall\setup.exe"" -uninstall"
Intel(R) Network Connections 16.8.46.0;16.8.46.0;Intel;MsiExec.exe /qn /norestart /X{6438A99C-A37E-4758-A0AE-95F8A63AAFF5} ARPREMOVE=1
Intel(R) Network Connections 17.1.55.0;17.1.55.0;Intel;MsiExec.exe /qn /norestart /X{47D73AFC-EC15-4B22-96D8-FC4487EBBE57} ARPREMOVE=1
Intel(R) Network Connections 17.3.63.0;17.3.63.0;Intel;MsiExec.exe /qn /norestart /X{D2B1C10F-369B-40BC-B550-271F968C5EE0} ARPREMOVE=1
Intel(R) Network Connections Drivers;15.4;Intel;Prounstl.exe
Intel(R) Network Connections Drivers;16.8;Intel;Prounstl.exe
Intel(R) Network Connections Drivers;20.2;Intel;Prounstl.exe
Intel(R) Network Connections Drivers;21.1;Intel;Prounstl.exe
Intel(R) OpenCL CPU Runtime;;Intel Corporation;"""C:\Program Files (x86)\Intel\OpenCL SDK\2.0\Uninstall\setup.exe"" -uninstall"
Intel(R) OpenCL CPU Runtime;;Intel Corporation;"""C:\Program Files\Intel\OpenCL SDK\2.0\Uninstall\setup.exe"" -uninstall"
Intel(R) Processor Graphics;10.18.10.3412;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) Processor Graphics\Uninstall\setup.exe"" -uninstall"
Intel(R) Processor Graphics;10.18.10.3993;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) Processor Graphics\Uninstall\setup.exe"" -uninstall"
Intel(R) Processor Graphics;10.18.10.3995;Intel Corporation;"""C:\Program Files\Intel\Intel(R) Processor Graphics\Uninstall\setup.exe"" -uninstall"
Intel(R) Processor Graphics;10.18.14.4112;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) Processor Graphics\Uninstall\setup.exe"" -uninstall"
Intel(R) Processor Graphics;10.18.14.4432;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) Processor Graphics\Uninstall\setup.exe"" -uninstall"
Intel(R) Processor Graphics;10.18.15.4279;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) Processor Graphics\Uninstall\setup.exe"" -uninstall"
Intel(R) Processor Graphics;10.18.15.4279;Intel Corporation;"""C:\Program Files\Intel\Intel(R) Processor Graphics\Uninstall\setup.exe"" -uninstall"
Intel(R) Processor Graphics;20.19.15.4300;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) Processor Graphics\Uninstall\setup.exe"" -uninstall"
Intel(R) Processor Graphics;20.19.15.4352;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) Processor Graphics\Uninstall\setup.exe"" -uninstall"
Intel(R) Processor Graphics;20.19.15.4444;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) Processor Graphics\Uninstall\setup.exe"" -uninstall"
Intel(R) Processor Graphics;20.19.15.4531;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) Processor Graphics\Uninstall\setup.exe"" -uninstall"
Intel(R) Processor Graphics;21.20.16.4534;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) Processor Graphics\Uninstall\setup.exe"" -uninstall"
Intel(R) Processor Graphics;21.20.16.4550;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) Processor Graphics\Uninstall\setup.exe"" -uninstall"
Intel(R) Processor Graphics;8.15.10.2353;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) Processor Graphics\Uninstall\setup.exe"" -uninstall"
Intel(R) Processor Graphics;8.15.10.2559;Intel Corporation;"""C:\Program Files\Intel\Intel(R) Processor Graphics\Uninstall\setup.exe"" -uninstall"
Intel(R) Processor Graphics;8.15.10.2752;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) Processor Graphics\Uninstall\setup.exe"" -uninstall"
Intel(R) Processor Graphics;8.15.10.2761;Intel Corporation;"""C:\Program Files\Intel\Intel(R) Processor Graphics\Uninstall\setup.exe"" -uninstall"
Intel(R) Processor Graphics;9.17.10.2792;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) Processor Graphics\Uninstall\setup.exe"" -uninstall"
Intel(R) Processor Graphics;9.17.10.3040;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) Processor Graphics\Uninstall\setup.exe"" -uninstall"
Intel(R) Processor Graphics;9.17.10.3190;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) Processor Graphics\Uninstall\setup.exe"" -uninstall"
Intel(R) Processor Graphics;9.17.10.4229;Intel Corporation;"""C:\Program Files\Intel\Intel(R) Processor Graphics\Uninstall\setup.exe"" -uninstall"
Intel(R) Processor Graphics;9.18.10.3324;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) Processor Graphics\Uninstall\setup.exe"" -uninstall"
Intel(R) PROSet/Wireless Software for Bluetooth(R) Technology;2.0.0.0086;Intel Corporation;
Intel(R) PROSet/Wireless Software for Bluetooth(R) Technology;2.6.1211.0294;Intel Corporation;
Intel(R) PROSet/Wireless Software for Bluetooth(R) Technology(patch version 17.0.1412.3);17.0.1401.0428;Intel Corporation;
Intel(R) Rapid Storage Technology;11.1.0.1006;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) Rapid Storage Technology\Uninstall\setup.exe"" -uninstall"
Intel(R) Rapid Storage Technology;11.2.0.1006;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) Rapid Storage Technology\Uninstall\setup.exe"" -uninstall"
Intel(R) Rapid Storage Technology;11.5.0.1153;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) Rapid Storage Technology\Uninstall\setup.exe"" -uninstall"
Intel(R) Rapid Storage Technology;11.5.0.1153;Intel Corporation;"""C:\Program Files\Intel\Intel(R) Rapid Storage Technology\Uninstall\setup.exe"" -uninstall"
Intel(R) Rapid Storage Technology;13.0.0.1098;Intel Corporation;"""C:\ProgramData\Intel\Package Cache\{409CB30E-E457-4008-9B1A-ED1B9EA21140}\Setup.exe"" -uninstall"
Intel(R) Rapid Storage Technology;14.5.0.1081;Intel Corporation;"""C:\ProgramData\Intel\Package Cache\{409CB30E-E457-4008-9B1A-ED1B9EA21140}\Setup.exe"" -uninstall"
Intel(R) Rapid Storage Technology;14.6.1.1030;Intel Corporation;"""C:\ProgramData\Intel\Package Cache\{409CB30E-E457-4008-9B1A-ED1B9EA21140}\Setup.exe"" -uninstall"
Intel(R) Rapid Storage Technology enterprise;3.6.0.1086;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) Rapid Storage Technology enterprise\Uninstall\setup.exe"" -uninstall"
Intel(R) SDK for OpenCL - CPU Only Runtime Package;2.0.0.37149;Intel Corporation;"""C:\Program Files (x86)\Intel\OpenCL SDK\2.0\Uninstall\setup.exe"" -uninstall"
Intel(R) Smart Connect Technology;4.2.40.2418;Intel Corporation;MsiExec.exe /qn /norestart /X{128EBD63-56D4-422F-9A22-0B65F5840DD7}
Intel(R) Smart Connect Technology;4.2.41.2499;Intel Corporation;MsiExec.exe /qn /norestart /X{698A8347-05DE-4E40-BCF4-A8B7E8869DE7}
Intel(R) USB 3.0 eXtensible Host Controller Driver;1.0.10.255;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) USB 3.0 eXtensible Host Controller Driver\Uninstall\setup.exe"" -uninstall"
Intel(R) USB 3.0 eXtensible Host Controller Driver;1.0.10.255;Intel Corporation;"""C:\Program Files\Intel\Intel(R) USB 3.0 eXtensible Host Controller Driver\Uninstall\setup.exe"" -uninstall"
Intel(R) USB 3.0 eXtensible Host Controller Driver;1.0.4.225;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) USB 3.0 eXtensible Host Controller Driver\Uninstall\setup.exe"" -uninstall"
Intel(R) USB 3.0 eXtensible Host Controller Driver;1.0.4.225;Intel Corporation;"""C:\Program Files\Intel\Intel(R) USB 3.0 eXtensible Host Controller Driver\Uninstall\setup.exe"" -uninstall"
Intel(R) USB 3.0 eXtensible Host Controller Driver;1.0.5.235;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) USB 3.0 eXtensible Host Controller Driver\Uninstall\setup.exe"" -uninstall"
Intel(R) USB 3.0 eXtensible Host Controller Driver;1.0.6.245;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) USB 3.0 eXtensible Host Controller Driver\Uninstall\setup.exe"" -uninstall"
Intel(R) USB 3.0 eXtensible Host Controller Driver;1.0.8.251;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) USB 3.0 eXtensible Host Controller Driver\Uninstall\setup.exe"" -uninstall"
Intel(R) USB 3.0 eXtensible Host Controller Driver;2.5.0.19;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) USB 3.0 eXtensible Host Controller Driver\Uninstall\setup.exe"" -uninstall"
Intel(R) USB 3.0 eXtensible Host Controller Driver;2.5.0.19;Intel Corporation;"""C:\Program Files\Intel\Intel(R) USB 3.0 eXtensible Host Controller Driver\Uninstall\setup.exe"" -uninstall"
Intel(R) USB 3.0 eXtensible Host Controller Driver;4.0.0.36;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) USB 3.0 eXtensible Host Controller Driver\Uninstall\setup.exe"" -uninstall_arp"
Intel(R) USB 3.0 eXtensible Host Controller Driver;4.0.0.36;Intel Corporation;"""C:\Program Files\Intel\Intel(R) USB 3.0 eXtensible Host Controller Driver\Uninstall\setup.exe"" -uninstall_arp"
Intel(R) USB 3.0 eXtensible Host Controller Driver;4.0.2.42;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) USB 3.0 eXtensible Host Controller Driver\Uninstall\setup.exe"" -uninstall_arp"
Intel(R) USB 3.0\3.1 eXtensible Host Controller Driver;5.0.4.43;Intel Corporation;"""C:\Program Files (x86)\Intel\Intel(R) USB 3.0 3.1 eXtensible Host Controller Driver\Uninstall\setup.exe"" -uninstall_arp"
Intel(R) WiDi;6.0.40.0;Intel Corporation;MsiExec.exe /qn /norestart /X{C7CD6D54-26AF-4D93-B06F-D81ACE8624CB}
Intel(R) Wireless Bluetooth(R)(patch version 17.1.1519.1030);17.1.1504.0518;Intel Corporation;
Intel(R) Wireless Bluetooth(R)(patch version 17.1.1528.1594);17.1.1506.0522;Intel Corporation;
Intel(R) Wireless Bluetooth(R)(patch version 18.1.1525.1421);18.1.1504.0518;Intel Corporation;
Intel(R) Wireless Bluetooth(R)(patch version 19.0.1621.3340);19.0.1603.0630;Intel Corporation;
Intel(R) Wireless Bluetooth(R)(patch version 19.0.1629.3590);19.0.1603.0650;Intel Corporation;
Intel® PROSet/Wireless Software;18.12.1;Intel Corporation;"""C:\ProgramData\Package Cache\{e6f0207e-ac43-48a9-bfff-3d879b45694d}\Setup.exe"" /uninstall /quiet"
Intel® Security Assist;1.0.0.532;Intel Corporation;MsiExec.exe /qn /norestart /X{4B230374-6475-4A73-BA6E-41015E9C5013}
